"pl_POL_wp_int" "2017-05-26 15:02:00" "15 lat więzienia za nieudaną próbę zamachu terrorystycznego w londyńskim metrze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/481718745--1590297976/metro.jpg"" width=""308"" /> Taki wyrok usłyszał 20-letni Damon Smith, który zostawił bombę w metrze w październiku 2016 r. Sędzia ogłaszając wyrok powiedział, że trudno..."
"pl_POL_wp_int" "2017-05-26 14:53:00" "Wyłowili z Odry kobietę. Uratowali jej życie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1818403073-1795723493/odra.jpg"" width=""308"" /> Policjanci z komisariatu w Głogowie odebrali zgłoszenie o tonącej kobiecie. Kiedy szybko dotarli na miejsce zdarzenia, tuż obok mostu na Odrze w..."
"pl_POL_wp_int" "2017-05-26 14:52:00" "Pomysł Dudy niezgodny z prawem? PKW zgłasza problem i prosi o spotkanie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/395178802-795185745/wojciech-hermelinski.jpg"" width=""308"" /> Prezydent Andrzej Duda chciałby, by referendum ws. zmiany konstytucji odbyło się w dniu wyborów samorządowych. PKW odpowiada, że ustawa nie..."
"pl_POL_wp_int" "2017-05-26 14:40:00" "Właściciel ""Wprost"" ma kłopot. Prokuratura sprawdza, czy nawoływał do nienawiści rasowej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2073958418-819517432/michal-lisiecki-wprost.jpg"" width=""308"" /> Michał Lisiecki po zamachu w Sztokholmie stwierdził, że za każdą ofiarę powinno się ściąć 10 islamskich głów. Błyskawicznie zawiadomiono o tym..."
"pl_POL_wp_int" "2017-05-26 14:17:00" "Jaki: prokuratura prowadzi ""bardzo poważne postępowanie"" ws. korupcji w SN" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/489011367--1001731617/patryk-jaki.jpg"" width=""308"" /> Prokuratura prowadzi bardzo poważne postępowanie dotyczące korupcji w Sądzie Najwyższym - powiedział wiceminister sprawiedliwości Patryk Jaki...."
"pl_POL_wp_int" "2017-05-26 14:01:00" "Talibowie zaatakowali bazę wojskową w Afganistanie. Nie żyje co najmniej 15 żołnierzy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1431350304--2092970065/afganistan.jpg"" width=""308"" /> Co najmniej 15 afgańskich żołnierzy zginęło w ataku bojowników talibskich na bazę wojskową w prowincji Kandahar na południu Afganistanu -..."
"pl_POL_wp_int" "2017-05-26 13:55:00" "Odważne słowa prezydenta. Donald Trump: Niemcy są źli, bardzo źli" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1091370138--2132789999/trump.jpg"" width=""308"" /> Wizyta prezydenta Stanów Zjednoczonych Donalda Trumpa w Brukseli może zapaść w pamięć Niemców na długo. Miał ich bowiem ostro skrytykować. "
"pl_POL_wp_int" "2017-05-26 13:42:00" "Oficjalnie: Festiwal w Opolu odbędzie się w Kielcach" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1955187815-1103778372/kurski.jpg"" width=""308"" /> To już koniec zamieszania wokół Krajowego Festiwalu Piosenki Polskiej w Opolu. W tym roku TVP zorganizuje swoją imprezę w Kielcach."
"pl_POL_wp_int" "2017-05-26 13:41:00" "Amisze nie będą sprzątać końskich odchodów. Mogą za to trafić do więzienia" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1155925738--896894648/amisze.jpg"" width=""308"" /> Trzynastu członków skrajnie konserwatywnej, chrześcijańskiej wspólnoty amiszów może trafić do więzienia za to, że odchody ich koni zanieczyszczają..."
"pl_POL_wp_int" "2017-05-26 13:32:00" "Policjanci, którzy zatrzymywali Stachowiaka stracą pracę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1383158549--159603521/policja.jpg"" width=""308"" /> W związku ze śmiercią Igora Stachowiaka wszczęto postępowanie administracyjne w kierunku zwolnienia pięciu funkcjonariuszy komendy miejskiej..."
"pl_POL_wp_int" "2017-05-26 13:20:00" "Nie tylko śmieszne zdjęcia i wpadki. Zobacz, co jeszcze działo się na szczycie NATO" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1021230067-148109669/andrzej-duda.jpg"" width=""308"" /> Po szczycie NATO w Brukseli polską część internetu rozpalają zdjęcia Andrzeja Dudy i filmiki z jego udziałem. Rzeczywiście, prezydent dostarczył..."
"pl_POL_wp_int" "2017-05-26 13:18:00" "Meysztowicz nie będzie członkiem komisji ds. reprywatyzacji. ""To była decyzja polityczna""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2041412259--1862877540/jerzy-meysztowicz.jpg"" width=""308"" /> Sejm uznał, że poseł Nowoczesnej budzi za wiele kontrowersji, by móc badać sprawę afery reprywatyzacyjnej.  - PiS chce w ten sposób pokazać, że ma..."
"pl_POL_wp_int" "2017-05-26 12:51:00" "Nowoczesna składa życzenia z okazji Dnia Matki. Zapomniała o jednym szczególe" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1965369961--452196044/petru-nowoczesna-dzien.jpg"" width=""308"" /> Miało być oryginalnie, ale nie wyszło. Nowoczesna postanowiła złożyć życzenia wszystkim mamom z okazji ich święta. Dodając do życzeń grafikę..."
"pl_POL_wp_int" "2017-05-26 12:45:00" "Dymisja w Komendzie Głównej Policji. Chodzi o sprawę Igora Stachowiaka" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1951426524-524549203/jaroslaw-szymczyk.jpg"" width=""308"" /> Pracę straciła dyrektor Biura Kontroli Halina Żabowska. Pracowała bezpośrednio dla szefa policji. "
"pl_POL_wp_int" "2017-05-26 12:37:00" "Paulina Hennig-Kloska nową rzeczniczką Nowoczesnej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1047284181--1880566099/paulina-hennig-kloska.jpg"" width=""308"" /> Zastąpiła na tej funkcji Katarzynę Lubnauer, która jest przewodniczącą klubu Nowoczesnej."
"pl_POL_wp_int" "2017-05-26 12:35:13" "Atak na chrześcijan w Egipcie. 26 osób nie żyje" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1420932630--80188286/wiadomoscizostatniejchwili.png"" width=""308"" /> 26 osób zginęło, a 25 zostało rannych w piątkowym ataku nieznanych napastników na autobus z grupą Koptów w prowincji Al-Minja w środkowym Egipcie -..."
"pl_POL_wp_int" "2017-05-26 12:14:00" "Tusk ws. terroryzmu: całkowicie zgadzam się z Trumpem" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1530608890--1369308467/donald-tusk.jpg"" width=""308"" /> Przewodniczący Rady Europejskiej Donald Tusk powiedział, że konieczna jest jedność krajów G7 wobec zagrożenia terrorystycznego, konfliktu..."
"pl_POL_wp_int" "2017-05-26 12:01:00" "Zbigniew Ziobro powołał Radę Społeczną. Ma pomóc w rozwiązaniu problemu tzw. dzikiej reprywatyzacji" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2127712059-1531991507/zbigniew-ziobro.jpg"" width=""308"" /> Minister sprawiedliwości powołał 9-osobową Radę Społeczną przy komisji weryfikacyjnej ds. reprywatyzacji. Jej członkami będą przedstawiciele..."
"pl_POL_wp_int" "2017-05-26 11:53:00" "Gasili pożar, sami zginęli. Będzie śledztwo" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1524976744-1123386626/pozar.jpg"" width=""308"" /> W Białymstoku doszło do tragicznego wypadku. Na strażaków usiłujących ugasić pożar miał zawalić się strop. Zginęli na miejscu. Prokuratura jeszcze..."
"pl_POL_wp_int" "2017-05-26 11:49:00" "Biskup odmówił Macierewiczowi smoleńskich mszy. MON rozważa odwet?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/874854864--914340924/antonii-macierewicz.jpg"" width=""308"" /> Biskup polowy Wojska Polskiego Józef Guzdek odmówił szefowi MON Antoniemu Macierewiczowi odprawiania comiesięcznych mszy smoleńskich. Z..."
"pl_POL_wp_int" "2017-05-26 11:38:00" "Pogoda na weekend. Wreszcie dobre wiadomości" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/692794638--1572340833/slonce-cieplo-opalanie.jpg"" width=""308"" /> W całym kraju w najbliższych dniach ma być słonecznie i ciepło. W przyszłym tygodniu temperatury mogą przekroczyć 30 stopni Celsjusza. "
"pl_POL_wp_int" "2017-05-26 11:17:00" "Tuszowanie sprawy śmierci Igora Stachowiaka? PO na tropie podróży Beaty Kempy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1565229657-252718084/beata-kempa-kempa.jpg"" width=""308"" /> Posłowie Platformy wystąpią do prokuratora generalnego Zbigniewa Ziobry o zabezpieczenie materiału dowodowego ws. Igora Stachowiaka. Chcą..."
"pl_POL_wp_int" "2017-05-26 11:03:00" "Mieszane oceny wizyty Trumpa w siedzibie NATO. Słowa i czyny nie idą w parze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1961133779-379817003/trump-szczyt-nato.jpg"" width=""308"" /> Udział prezydenta Donalda Trumpa w spotkaniu szefów państw NATO w Brukseli wywołał bardzo mieszane reakcje. Jedni podkreślają jego aroganckie..."
"pl_POL_wp_int" "2017-05-29 11:38:00" "Minister Andrzej Aumiller: Lepper wetknął nos tam, gdzie nie powinien" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1283661561--401551839/andrzej-lepper-andrzej.jpg"" width=""308"" /> &" "34;Uważam, że mogło dojść do szarpaniny z funkcjonariuszką i do przypadkowego strzału. Blida sama się nie postrzeliła, tak samo jak Lepper się nie..."
"pl_POL_wp_int" "2017-05-29 11:33:00" "19-latka zgłosiła gwałt. Za karę skazano ją na ukamienowanie " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1440755639-1347641372/gwalt.jpg"" width=""308"" /> 19-letnia dziewczyna mieszkająca w Pakistanie, została skazana na karę śmierci, po tym jak wyjawiła rodzinie, że została zgwałcona przez swojego..."
"pl_POL_wp_int" "2017-05-29 11:28:00" "Silny wstrząs w kopalni Mysłowice-Wesoła. Był odczuwalny w kilku miastach" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/243145448--682060183/kopalnia.jpg"" width=""308"" /> Do wstrząsu doszło kilka minut po godz. 9. Jak informuje Polskie Radio Katowice, siła wstrząsu wynosiła 3,4 magnitudy. Epicentrum zjawiska..."
"pl_POL_wp_int" "2017-05-29 11:27:00" "Muzułmanie ostrzegali przed terrorystą z Manchesteru. Policja zignorowała sygnały " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/835392334--537504347/wielka-brytania.jpg"" width=""308"" /> Znajomi Salmana Abediego, zamachowca-samobójcy z Manchesteru, przynajmniej pięciokrotnie ostrzegali brytyjską policję o zagrożeniu. Od dawna świat..."
"pl_POL_wp_int" "2017-05-29 11:12:00" "Prognoza pogody na 29 i 30 maja. Możliwe burze z gradem. Ostrzeżenie IMGW" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1273317738-494166948/pogoda.PNG"" width=""308"" /> Pogoda dziś może nas mocno zaskoczyć. Będzie padać. Możliwe są burze z gradem i silne porywy wiatru."
"pl_POL_wp_int" "2017-05-29 11:09:00" "Jacek Kurski jeszcze mocniejszy po burzy wokół Opola. ""Prawda o tej aferze jest banalna""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1911885519--580194433/kaczynski-kurski.jpg"" width=""308"" /> Bulterier PiS umacnia się na stanowisku prezesa TVP. To za sprawą Jarosława Kaczyńskiego, od którego dostał &" "34;błogosławieństwo&" "34;. Miał usłyszeć..."
"pl_POL_wp_int" "2017-05-29 11:06:00" "Dwa karambole na A2. Jedna osoba jest ranna" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1181728994-773378705/brwinow-mop-a2-autostrada.jpg"" width=""308"" /> Jadący autostradą A2 mogą napotkać na utrudnienia w ruchu. Od rana na tej popularnej autostradzie doszło do dwóch poważnych wypadków."
"pl_POL_wp_int" "2017-05-29 10:55:00" "Jak jest z obronnością Polski? Prezydent Andrzej Duda: ja siedziałem spokojnie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/188342711--908670827/duda.jpg"" width=""308"" /> Polska jest jednym z &" "34;prymusów NATO&" "34; - tak twierdzi prezydent Andrzej Duda. Odnosząc się do szczytu NATO w Brukseli, podkreślił, że Polska może być..."
"pl_POL_wp_int" "2017-05-29 10:35:00" "Prokuratura Krajowa grozi dziennikarzom pozwami. Żąda przeprosin i 60 tys. zł" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1182463131--2058324991/prokuratura-krajowa.jpg"" width=""308"" /> Prokuratura Krajowa domaga się przeprosin i odszkodowania od Wojciecha Czuchnowskiego , dziennikarza &" "34;Gazety Wyborczej&" "34;. Podobne żądanie skierowano..."
"pl_POL_wp_int" "2017-05-29 10:24:00" "Hejt na Beatę Szydło. Znany ksiądz staje w jej obronie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2145695610--1525552800/sa.jpg"" width=""308"" /> Po tym, jak Tymoteusz Szydło odebrał święcenia kapłańskie i poprowadził swoją pierwszą w życiu mszę, w sieci pojawiło się wiele negatywnych..."
"pl_POL_wp_int" "2017-05-29 10:22:00" "Podwładny ministra Szyszki kupi za 60 milionów maszyny do wycinki drzew?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/388173213-979820189/szyszko.jpg"" width=""308"" /> Szef Lasów Państwowych zapowiedział zakup kilkudziesięciu maszyn do wycinki drzew o wartości 1,8 mln zł każda – wynika z informacji Wirtualnej..."
"pl_POL_wp_int" "2017-05-29 10:21:00" "Stanisław Karczewski: 11 listopada chyba nie jest najlepszym dniem na referendum" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2115172681-1362415769/duda.jpeg"" width=""308"" /> Tak marszałek Senatu skomentował propozycję Andrzeja Dudy. Według Stanisława Karczewskiego również pomysł kilkunastu pytań nie jest dobrym..."
"pl_POL_wp_int" "2017-05-29 10:20:00" "Tylko w WP. Szokujące wyniki ekshumacji generała. Paweł Deresz: powinni przeprosić za niechlujstwo" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/76781194--1763562100/pawel-deresz-deresz.jpg"" width=""308"" /> W trumnie Dowódcy Operacyjnego Sił Zbrojnych RP gen. Bronisława Kwiatkowskiego znaleziono szczątki siedmiu innych osób. Politycy PiS grzmią o..."
"pl_POL_wp_int" "2017-05-29 09:51:00" "Donald Trump przyjedzie do Polski? ""Zaproszenie jest na stole""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/326520325--1100044256/krzysztof-szczerski.jpeg"" width=""308"" /> Zaproszenie dla prezydenta USA Donalda Trumpa na szczyt państw Trójmorza, który w lipcu ma się odbyć we Wrocławiu, jest jedną z opcji - powiedział..."
"pl_POL_wp_int" "2017-05-29 09:43:00" "Paweł Kukiz chciał obsadzić portal tvp.info. Nic z tego nie wyszło" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1991805100--260638292/kukiz.jpg"" width=""308"" /> Paweł Kukiz chwalił się, że w TVP znajdzie się miejsce dla ludzi Kukiz&" "x27;15. Miał szukać osób, które chciałyby pracować w portalu tvp.info. Prosił..."
"pl_POL_wp_int" "2017-05-29 09:32:00" """Świat komentuje słowa Beaty Szydło"". Tak ""Wiadomości"" przedstawiły reakcje na występ polskiej premier" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/693671864--784232020/spolecznosc.jpg"" width=""308"" /> TVP bardzo entuzjastycznie podeszło do przemówienie polskiej premier na temat polityki migracyjnej. &" "34;Wiadomości&" "34; wyemitowały materiał, z którego..."
"pl_POL_wp_int" "2017-05-29 09:27:00" "Wybory prezydenckie w 2020 roku. Gowin: Andrzej Duda zmierzy się z Donaldem Tuskiem" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1554044275--1667298839/tusk.jpg"" width=""308"" /> - Prezydent Andrzej Duda jest politykiem, który cieszy się największym zaufaniem Polaków. Ale będzie musiał zmierzyć się z przeciwnikiem, którego..."
"pl_POL_wp_int" "2017-05-29 09:18:00" "Stanisław Karczewski: rządzący niczego nie tuszowali po śmierci Igora Stachowiaka" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/166552736-322261739/karczewski.jpg"" width=""308"" /> Stanisław Karczewski skomentował ewentualne zmiany w rządzie. Według marszałka Senatu kongres PiS będzie nowym otwarciem, bo PiS w ostatnim czasie..."
"pl_POL_wp_int" "2017-05-29 08:51:00" "Polityka migracyjna. Ryszard Czarnecki: inne kraje są zazdrosne" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1866885662--1938155901/czarnecki.jpg"" width=""308"" /> Polskie stanowisko ws. przyjmowania imigrantów jest nienegocjowalne. Zapewnił o tym wiceprzewodniczący Parlamentu Europejskiego Ryszard Czarnecki...."
"pl_POL_wp_int" "2017-05-29 08:19:00" "Krzyczał na nią, bo mówiła po polsku: ""F*ck off to your country!"". Wszystko zostało nagrane" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/940816726-2015503171/spolecznosc.jpg"" width=""308"" /> Mężczyzna wykrzykiwał rasistowskie hasła i obrażał kobietę, ponieważ rozmawiała po polsku, w jednym z brytyjskich marketów. Całe zdarzenie zostało..."
"pl_POL_wp_int" "2017-05-29 08:05:00" "Ekolodzy zakładają ""Obóz dla Puszczy"". Każdy może dołączyć" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1978887939-1907454426/ds.jpg"" width=""308"" /> Aktywiści z Fundacji &" "34;Dzika Polska&" "34; i Greenpeace zakładają specjalny obóz na skraju Puszczy Białowieskiej. Jak tłumaczą, będzie to miejsce, w..."
"pl_POL_wp_int" "2017-05-29 07:45:00" "Prezydent Andrzej Duda spał na budowie?Sprawę bada już ABW i prokuratura" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/50657354-1021587208/hotel-duda.jpg"" width=""308"" /> Szykuje się kolejna afera z BOR w tle? Są wątpliwości odnośnie hotelu, w którym zwykle nocuje Andrzej Duda podczas pobytu w Zakopanem. 

"
"pl_POL_wp_int" "2017-05-29 07:33:00" "Katastrofa smoleńska. Szokujące wyniki ekshumacji ciała gen. Bronisława Kwiatkowskiego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/336024651--1598369293/kwiatkowski.jpg"" width=""308"" /> Dowódca Operacyjny Sił Zbrojnych RP zginął w katastrofie pod Smoleńskiem. Teraz ujawniono, że w jego trumnie znaleziono szczątki innych osób."
"pl_POL_wp_int" "2017-05-29 07:18:00" "Korea Północna wystrzeliła rakietę krótkiego zasięgu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/122289279-25382758/korea-polnocna-rakieta.jpg"" width=""308"" /> Reżim Kim Dzong Una nic sobie nie robi z rezolucji Rady Bezpieczeństwa ONZ i międzynarodowych sankcji. Kontynuuje próby jądrowe i rakietowe."
"pl_POL_wp_int" "2017-05-29 06:59:00" "Zamach w Manchesterze: policja zatrzymała 14. podejrzanego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1243957765-482434757/manchester.jpg"" width=""308"" /> Wciąż trwa śledztwo związane z zamachem w Manchesterze. Brytyjska policja informuje o kolejnym zatrzymanym, powiązanym z wybuchem po koncercie..."
"pl_POL_wp_int" "2017-05-29 06:56:00" "Najnowszy sondaż IBRiS. PiS na czele, Kukiz'15 idzie w górę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1791191325--1782036375/sejm.jpeg"" width=""308"" /> Gdyby wybory odbyły się teraz, w Sejmie znalazłoby się miejsce dla 5 partii. Wygrywa nadal PiS, tuż za nią plasuje się PO, a podium zamyka Kukiz&" "x27;15.  "
"pl_POL_wp_int" "2017-05-29 06:47:00" "Kabarety w Sopocie wyśmiały ""dobrą zmianę"". Publiczność płakała ze śmiechu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/653404773-757704428/fd.jpg"" width=""308"" /> Podczas trzeciego dnia sopockiego Polsat SuperHit Festiwal widzowie mogli posłuchać znanych polskich kabaretów. Występy artystów zdominowały żarty..."
"pl_POL_wp_int" "2017-05-29 06:45:00" "Tragedia na Mazurach. Śledztwo ws. śmierci 4-latka" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/724117926--311445036/policja-tasma.jpeg"" width=""308"" /> Prokuratura wszczęła śledztwo w sprawie utonięcia czteroletniego chłopca w przydomowej sadzawce w Ignalinie k. Lidzbarka Warmińskiego. To drugie..."
"pl_POL_wp_int" "2017-05-29 03:12:00" "Hiszpania: samochód uderzył w tłum ludzi, wielu rannych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/117819155--859391944/hiszpania.jpg"" width=""308"" /> Tragedia w hiszpańskiej Marbelli. Nieznany sprawca kierujący samochodem marki Audi uderzył w tłum ludzi przechadzających się w okolicy nocnego..."
"pl_POL_wp_int" "2017-05-29 02:13:00" "Znamy wyniki referendum w Konstancinie-Jeziornie. Sto głosów przechyliło szalę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1198861056-1712737158/referendum.jpg"" width=""308"" /> Referendum w Konstancinie-Jeziornie dotyczące metropolii warszawskiej jest nieważne. - Frekwencja wyniosła 29,3 proc., zabrakło około stu głosów -..."
"pl_POL_wp_int" "2017-05-28 22:56:00" "Nowy pomysł PiS: żądają informacji o obywatelach innych narodowości" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/481628343--2084194526/prawo-i-sprawiedliwosc.jpg"" width=""308"" /> Wojewoda zachodniopomorski, Krzysztof Kozłowski zwrócił się do regionalnych wójtów, burmistrzów i prezydentów miast o informacje nt. obywateli..."
"pl_POL_wp_int" "2017-05-28 21:55:00" "Ultimatum Niemiec dla Turcji. Berlin grozi wycofaniem wojsk." "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1521795690-1593252150/angela-merkel-recep.JPG"" width=""308"" /> Rząd Niemiec domaga się od władz Turcji rozwiązania w ciągu dwóch tygodni sporu o dostęp niemieckich deputowanych do bazy lotniczej Incirlik. W..."
"pl_POL_wp_int" "2017-05-28 21:50:00" "Róża Thun o ONR: ogolone łby. Czarnecki: to język nienawiści " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1676383245--237635813/roza-thun.jpg"" width=""308"" /> Europosłanka PO Róża Thun nazwała narodowców &" "34;ogolonymi łbami&" "34;. Te słowa spotkały się z oburzeniem ze strony europosła PiS Ryszarda Czarneckiego"
"pl_POL_wp_int" "2017-05-28 21:31:00" "To najbardziej rozrywkowy borsuk, jakiego widzieliście. Beztrosko hula po wielkopolskim lesie " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1785383527--1259411870/spolecznosc.jpg"" width=""308"" /> Niezwykłe nagranie rozczuliło internautów. Rodzina borsuków spędza leniwe popołudnie przy wejściu do swojej norki. "
"pl_POL_wp_int" "2017-05-28 21:27:00" "Macron o uścisku dłoni z Trumpem: ""To był moment prawdy""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/784549157--2132732627/emmanuel-macron-donald.JPG"" width=""308"" /> Nowy prezydent Francji zdradził, że jego długi i mocny uścisk dłoni z amerykańskim prezydentem &" "34;nie był niewinny&" "34; i miał pokazać Trumpowi, że nie..."
"pl_POL_wp_int" "2017-05-28 21:18:00" "Karambol na A4 - 6 osób rannych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1163250186--1229271630/karetka-pogotowie.jpeg"" width=""308"" /> 6 osób jest poszkodowanych w zderzeniu pięciu aut na autostradzie A4 w woj. opolskim. Jedna osoba została przetransportowana śmigłowcem do szpitala. "
"pl_POL_wp_int" "2017-05-28 20:40:00" "Pościg w woj. świętokrzyskim. Sprawcy przez kilkanaście kilometrów jechali z... policjantem na masce " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/811805768--1675704933/policja.jpg"" width=""308"" /> Takiego pościgu jeszcze nie było. Kobieta, która pomagała swojemu partnerowi w ucieczce, przez kilkanaście kilometrów wiozła na masce..."
"pl_POL_wp_int" "2017-05-28 19:43:00" "Niespodziewany gest ze strony Victora Orbána. Napisał specjalny list do syna Beaty Szydło " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/363372326--1078169302/viktor-orban.jpg"" width=""308"" /> Beata Szydło na łamach &" "34;Gościa Niedzielnego&" "34; opowiedziała o przyjaźni łączącej jej rodzinę z rodziną premiera Węgier - Vicitora Orbán. Zaraz po..."
"pl_POL_wp_int" "2017-05-28 19:21:00" "Administracja Trumpa: Rozważamy zakaz laptopów na pokładzie wszystkich lotów do USA" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1570313822-2104404387/john-kelly.JPG"" width=""308"" /> Sekretarz ds. bezpieczeństwa krajowego USA John Kelly powiedział w niedzielę, że możliwe jest rozszerzenie zakazu wnoszenia laptopów i innego..."
"pl_POL_wp_int" "2017-05-28 18:59:00" "Białoruś dyskryminuje Polaków: nawet nie mogą bronić własnych szkół" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1358354545--1326577359/andzelika-borys.jpg"" width=""308"" /> Władze Grodna nie pozwoliły nieuznawanemu przez Mińsk Związkowi Polaków na Białorusi (ZPB) na zorganizowanie akcji w obronie polskich szkół -..."
"pl_POL_wp_int" "2017-05-28 18:55:00" """Financial Times"": Ukraińcy w Polsce ""użyteczni dla PiS""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/91243610--524550491/granica-kontrola-clo.jpg"" width=""308"" /> Ponad 1,3 miliona ukraińskich migrantów, którzy w ostatnich latach przybyli do Polski, okazują się politycznie i ekonomicznie użyteczni dla..."
"pl_POL_wp_int" "2017-05-28 18:47:00" "Lasy państwowe otwierają sklep z dziczyzną. Internauci reagują" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1716831223-1902527938/mieso-dziczyzna-dzik.jpg"" width=""308"" /> Kierownictwo lasów państwowych zdecydowało o stworzeniu ogólnopolskiej sieci sklepów z dziczyzną oraz produkowanymi chałupniczo przetworami z jagód..."
"pl_POL_wp_int" "2017-05-28 17:29:00" "Kaczyński bezlitosny dla Komorowskiego: smutny proces degradacji " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1840419670-2088421181/jaroslaw-kaczynski.jpg"" width=""308"" /> Jarosław Kaczyński na wyjazdowym posiedzeniu klubu PiS w Strachocinie nie przegapił okazji, by odgryźć się byłemu prezydentowi i obronić słowa..."
"pl_POL_wp_int" "2017-05-28 17:18:00" """Narodowcy weszli do Powszechnego. Jedyny materiał z wnętrza teatru"". Nagranie pojawiło się w sieci " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/824048554--1603965880/spolecznosc.jpg"" width=""308"" /> W serwisie YouTube pojawiło się nagranie z wnętrza Teatru Powszechnego. Widać na nim m.in. skandujących narodowców i pracowników teatru, którzy..."
"pl_POL_wp_int" "2017-05-28 16:46:00" "Według Angeli Merkel Europa nie może już polegać na USA. Trzeba wziąć sprawy we własne ręce" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1659667522-2111455182/merkel-macron-trump.jpg"" width=""308"" /> Kanclerz Niemiec Angela Merkel po raz pierwszy otwarcie powiedziała, że Europa nie może dłużej polegać na USA i musi wziąć odpowiedzialność za..."
